Year,Lyrics
1998,"[Total]  Tell me what you want  Tell me what you want  Just tell me what you want  Tell me what you want  Tell me what you want  Tell me what you want  1 - 	Tell me what you want for me  	Take a look at what you see 	 	Let me know if this right here  	Is something you can have for years  	Tell me what you want for me  	Take a look at what you see  	Let me know if this right here  	Is something you can have for years  [Mase]  Now Mase be the man wanna see you doing good  I don't wanna get rich, leave you in the hood  Girl, in my eyes you the baddest  The reason why I love you, you don't like me cuz my status  I don't wanna see you with a carriage living average  I wanna do my thing so we be established  And I don't want you rock in them fabrics  Girl, I will give you karats 'till you feel you a rabbit  Anything in your path, you want you can have  Walk through the mall, if you like it you can grab  Total it all up and put it on my tab  And then tell your friends all the fun you had  Repeat 1 [Mase] Hey Mama, won't you come here to Papa?  You don't like the way your tata's lookin at Shada?  In a 600 ain't no smokin' cigada  Come over here, I think I see your baby faddah  Here ya go the number to my casa If you in a rush you call me manana  Whatever you need girlfriend, I got the whole enchilada  Just the way you like it, Mase gon' do you propa'  Girl, I can tell you was meant for me  I can tell by the way you was sent to me  While I'm on tour trying to make them centuries  And they ask who your man, you better mention me  If you don't you know you got a problem Said you want no beef girlfriend don't start none  And it just so happens that I'm seeing cash  Cuz you messed up a lot just trying to be fast  And I ain't gonna ask who smashed the E-Class  Pull up to the crib with the whole front crashed  Now you wanna laugh, good thing that's the past  If you ever lie again, girl, that will be your last  Repeat 1 [Mase] Now the more you treat me royal I adore you  That's why I don't mind doing these things for you  You did things for me I wouldn't believe you did  That's why I always want to keep you here  In a year or two, girl, I could see you with my kids  Girl, you make a thug want to get a legal gig  It's only right we spend our lonely nights  Gettin' crazy biz till we awake the kids  Don't get too loud, got respect for you honey  To keep it all real, you come second to my money  And can you be my ghetto love prophecy?  Everybody love you girl, not just me  And I know that you really care a lot for me  Wanna to see you happy even if it's not with me  Repeat 1 until fade "
1998,"(Yeah, like that) (You know what I mean) (You're looking kinda fly tonight girl) (What's up) (Check it) Baby when the lights go out I'll show you what it's all about (Coming at you girl, you know you like this girl) (Here we go) (Check it) I ain't sorry for the way I feel I know you think I'm being insincere From the way I'm treating you I never wanted to be so unkind The only one thing on my mind Is just kicking it with you girl Baby it's not the way I feel, you know you must believe me Baby it's not part of the deal (oh no no) Baby when the lights go out Every single word can not express, the love and tenderness I'll show you what it's all about Babe I swear you will succumb to me, so baby come to me When the lights go out (Yeah, check it) (Check it out, second verse girl) I know you think it may be just a lie Ain't no use in putting up a fight Cos my heart is set on you I see the truth, it's in your eyes I ain't fooled by your thin disguise I can see I'm getting through babe Girl don't deny the way you feel, you know you've gotta trust me Give me a chance to prove I'm real (oh yeah yeah) Baby when the lights go out Every single word can not express, the love and tenderness I'll show you what it's all about Babe I swear you will succumb to me, so baby come to me When the lights go out Every single word can not express, the love and tenderness I'll show you what it's all about Babe I swear you will succumb to me, so baby come to me When the lights go out When I flick da switch make ya hips wanna dip Now I can get you off cos I'm ready and equipped Now swing for me baby give me all that you got Never wanna stop cos you make me feel hot I know what you wanna do and dat I feel the same way too Give ya what ya want through the days and the nights Yeah it's about time that we turned out the light (Yeah, I like that) (So what's up, check it) Baby when the lights go out Every single word can not express, the love and tenderness I'll show you what it's all about Babe I swear you will succumb to me, so baby come to me When the lights go out (Repeat until fade) "
1998,"(When I first saw you, I saw love. And the first time you touched me, I felt love. And after all this time, you're still the one I love.) Looks like we made it Look how far we've come my baby We mighta took the long way We knew we'd get there someday  They said, ""I bet they'll never make it"" But just look at us holding on We're still together still going strong  (You're still the one) You're still the one I run to The one that I belong to You're still the one I want for life (You're still the one) You're still the one that I love The only one I dream of You're still the one I kiss good night  Ain't nothin' better We beat the odds together I'm glad we didn't listen Look at what we would be missin'  They said, ""I bet they'll never make it"" But just look at us holding on We're still together still going strong  (You're still the one) You're still the one I run to The one that I belong to You're still the one I want for life (You're still the one) You're still the one that I love The only one I dream of You're still the one I kiss good night  (You're still the one) You're still the one I run to The one that I belong to You're still the one I want for life (You're still the one) You're still the one that I love The only one I dream of You're still the one I kiss good night "
1998,"[Timbaland]  Uh, uh-uh, can you feel me?  Uh, say what? Say what  Uh, uh-uh, can you feel me?  Usher   1 -	[Usher]          You make me wanna leave the one I'm with  	Start a new relationship with you  	This is what you do  	Think about her and all the things it come along with  	You make me   	You make me wanna leave the one I'm with  	Start a new relationship with you  	This is what you do  	Think about her and all the things it come along with  	You make me, you make me   [Usher]  Before anything began between us  You were like my best friend  The one I used to run and talk to  When me and my girl was having problems  You used to say it'll be OK  Suggest little nice things I should do  And when I go home at night and lay my head down  All I seem to think about was you  And how   Repeat 1   [Usher]  Now what's bad is you're the one that hooked us up  Knowing it should have been you  What's sad is that I love her but I'm falling for you  What should I do?  Should I tell my baby bye-bye?  Should I do exactly what I feel inside?  Cuz I, I don't wanna go, don't need to stay  But I really need to get it together   Repeat 1   [Timbaland]  Baby it's kind of honey  How you make me feel  I've been with your friend for about five years (five years)  I never thought that I would change my decision (uh-huh)  I wanna kiss you and hold your hand with your permission  (Uh-huh)  Honey got me twisted in the head like a cuckoo clock  Trying not to look  But I, but I, but I can't stop  What can I say? I wanna be with you  Usher bring in the hook, I'm out dude what?   Repeat 1   Ooh you're making me  You're making me, you're make me  Oh you make me¡­   Repeat 1   Leave the one I'm with  Start a new relationship with you  This is what you do  Think about her and all the things it come along with  You make me, you make me   Repeat 1 till end "
1999,"Yo, See what I believe is,uh huh uh huh 808 needs a REMIX  Oh Babe,is it true your girl don't do the things I do  Are you missing this love I use to give to you  Had ya coming in the front door,leaving out the back at night Oh Babe,Oh  Babe Oh  Babe do you stay up all night thinking how I did you right  Are you missing all the ways I use to keep it tight  I'm the only one that knows all the freaky things you like,Oh baby,Oh  baby  Chorus: She ain't got that boom like I do  And she don't move the room like I do  And she ain't got that junk in her trunk or the bump that you want  And the girl ain't got the moves like I do  And she ain't got that boom like I do  And she don't move the room like I do  And she don't put that curl in your toes when she makes her body roll  And the girl don't work it slow like I do   Babe,Is it true one day you called her my name  It was then that you knew that it did'nt feel the same  Down deep in your mind got you boning me again,Oh Babe,Oh Babe  Babe don't pretend that your girls stuff is as good as mine  If it was you would'nt be calling me all the time  This love so good I'mthe first thing on your mind,Oh baby,Oh Baby   Chorus  Yo ain't nobody bang it like me  Stack it like me  Would'nt like me  Ask Kelly his orignal plan to get us large on that map by making you  clap your hands  Damns you bizotch  I'm not gonna lie I bump my amps to this  cutie pie honey bunch  If your not busy take me to lunch  Oh ya'll done did it now  with the luscious music what poppin crews and 80 boost and what tellin  yous yeah Hit me up you one in a (??)  Forgets the mens cause the ride in my pocket baby and today I just wanna  jiggle my ball and knock your socks off with  my,wha,wha,wha,what,whatyeah  Chorus till end "
1999,"I don't know what he does to make you cry But I'll be there to make you smile I don't have a fancy car To get to you I'd walk a thousand miles I don't care if he buys you nice things Does his gifts come from the heart I don't know But if you were my girl I'd make it so we'd never be apart  [Chorus:] But my love is all I have to give Without you I don't think I could live I wish I could give the world to you But love is all I have to give  When you talk (when you talk) does it seem like he's not Even listening to a word you say That's okay babe, just tell me your problems I'll try my best to kiss them all away Does he leave (does he leave) when you need him the most Does his friends get all your time Baby please I'm on my knees Praying for the day that you'll be mine  [Chorus]  [Bridge:] To you... (hey girl) hey girl, I don't want you to cry no more inside All the money in the world could never add up to all the love I have inside... I love you  And I will give it to you All I can give, all I can give Everything I have is for you But love is all I have to give  [Chorus (3x)]  But my love is all I have to give Without you I don't think I can live I wish I could give the world to you But love is all I have to give... to you "
1999,"(feat. Puff Daddy)  [Puff Daddy] I like this right here, yeah  Bad Boy, and we won't stop  Faith, '99   [Faith Evans]  [Chorus] We can dance, dance, dance  Clap your hands, hands, hands  All night, if you're in the mood  Do what you wanna do  All night long   Happy days are here  So leave your cares behind  Just relax your mind  It's so easy to do it   Just enjoy yourself  If the feeling's right  Get your groove on tonight  Take your time tonight  Everything's all right  Ain't nothing but a party   [Chorus]  Get up on the floor  Don't worry 'bout a thing  The rhythm's got you now  So come on, get into it   Just enjoy yourself  If the feeling's right  Get your groove on tonight  Take your time tonight  Everything's all right  Ain't nothing but a party   [Chorus]  Have a good time  Lay back, relax  Just free your mind  Let the music take control of you   [Puff Daddy]  Yeah, yeah, yeah, yeah, yeah  If it's a hot then I must've did it  If it's not then I wasn't with it  Bad Boy stay committed  Whether hip-hop or R&B  Featuring Faith Evans, co-starring me, P. Diddy  You know I got the key to your city  Unlock the door, rock some more  Beats we lace  Bad Boy heat the place  We run R&B too cuz we keep the faith  Givin the streets a taste  Blaze the charts   [Faith Evans] I remember   [Puff Daddy]  In case you forgot  First Lady Be making it hot  Ain't nobody taking the spot  Now it's Faith instead of pain  Coming through with a better grain  In the dash, cell phone better range  Get the cash, and stock paper for the whole four quarters  Damn, some things never change  Can ya feel me Ya feel me Let's make 'em dance  Let's go   [Chorus]  Have a good time  Lay back, relax  Just free your mind  Let the music take control of you   [Chorus till fade...] "
1999,"Somebody once told me the world is gonna roll me I ain't the sharpest tool in the shed She was looking kind of dumb with her finger and her thumb In the shape of an ""L"" on her forehead  Well the years start coming and they don't stop coming Fed to the rules and I hit the ground running Didn't make sense not to live for fun Your brain gets smart but your head gets dumb  So much to do so much to see So what's wrong with taking the back streets You'll never know if you don't go You'll never shine if you don't glow  [Chorus:] Hey now you're an All Star get your game on, go play Hey now you're a Rock Star get the show on get paid And all that glitters is gold Only shooting stars break the mold  It's a cool place and they say it gets colder You're bundled up now but wait 'til you get older But the meteor men beg to differ Judging by the hole in the satellite picture  The ice we skate is getting pretty thin The waters getting warm so you might as well swim My world's on fire how about yours That's the way I like it and I never get bored  [Repeat Chorus 2x]  Somebody once asked could you spare some change for gas I need to get myself away from this place I said yep what a concept I could use a little fuel myself And we could all use a little change Well the years start coming and they don't stop coming Fed to the rules and I hit the ground running Didn't make sense not to live for fun Your brain gets smart but your head gets dumb So much to do so much to see So what's wrong with taking the back streets You'll never know if you don't go You'll never shine if you don't glow  [Repeat Chorus] "
1999,"Every time our eyes meet This feeling inside me Is almost more than I can take Baby when you touch me I can feel how much you love me And it just blows me away I've never been this close to anyone or anything I can hear your thoughts I can see your dreams  I don't know how you do what you do I'm so in love with you It just keeps getting better I wanna spend the rest of my life With you by my side Forever and ever Every little thing that you do Baby I'm amazed by you  The smell of your skin The taste of your kiss The way you whisper in the dark Your hair all around me Baby you surround me You touch every place in my heart Oh it feels like the first time every time I wanna spend the whole night in your eyes  I don't know how you do what you do I'm so in love with you It just keeps getting better I wanna spend the rest of my life With you by my side Forever and ever Every little thing that you do Baby I'm amazed by you  Every little thing that you do I'm so in love with you It just keeps getting better I wanna spend the rest of my life With you by my side Forever and ever Every little thing that you do Oh, every little thing that you do Baby I'm amazed by you "
1999,Verse 1:  When I first saw you I already knew  There was something inside of you  Something I thought that I would never find  Angel of Mine   I looked at you looking at me  Now I know why they say the best things are free  I'm gonna love you boy you are so fine  Angel of mine   How you changed my world you'll never know  I'm different now you helped me grow   Hook:  You came into my life sent from above  When I lost all hope you showed me love  I'm checkin' for you boy your right on time  Angel of Mine   Verse 2:  Nothing means more to me than what we shared  No one in this whole world can ever compare  Last night the way you moved is still on my mind  Angel of Mine   What you mean to me you'll never know  Deep inside I need to show   Repeat Hook   I never knew I could feel each moment  As if they were new  Every breath that I take  The love that we make  I only share it with you   Verse 1 (only to first Angel of Mine)   Hook   How you changed my world you'll never know  I'm different now you helped me grow   Verse 1 (only the part after first Angel of mine to Second Angel of mine) 
1999,"Spend all your time waiting for that second chance    For the break that will make it OK    There's always some reason to feel not good enough    And it's hard at the end of the day    I need some distraction or a beautiful release    Memories seep from my veins    Let me be empty and weightless and maybe    I'll find some peace tonight     In the arms of the Angel far away from here    From this dark, cold hotel room, and the endlessness that you fear    You are pulled from the wreckage of your silent reverie   You're in the arms of the Angel; may you find some comfort here     So tired of the straight line, and everywhere you turn    There's vultures and thieves at your back    The storm keeps on twisting, you keep on building the lies    That you make up for all that you lack    It don't make no difference, escaping one last time    It's easier to believe    In this sweet madness, oh this glorious sadness    That brings me to my knees     In the arms of the Angel far away from here    From this dark, cold hotel room, and the endlessness that you fear    You are pulled from the wreckage of your silent reverie   In the arms of the Angel; may you find some comfort here     You're in the arms of the Angel; may you find some comfort here "
1999,"(We can make love in my bedroom) We can make love in the bedroom (Whoa) On the floor, top of my water bed Let me run my fingers (We could do it baby) Through your hair (Oh baby in the shower) And both of our bodies drippin' wet I love it when you touch all over me Oh, I love it when you caress me Ooh, baby (Make out on the patio) Outside, in broad daylight (Ooh, yeah) Or late at night (Ooh, yeah) It doesn't matter where we go (It doesn't matter baby) We can do it anywhere (Anywhere) Anywhere... Anywhere... Anywhere... "
1999,"Oh baby, baby Oh baby, baby Oh baby, baby How was I supposed to know That something wasn't right here Oh baby baby I shouldn't have let you go And now you're out of sight, yeah Show me, how you want it to be Tell me baby 'Cause I need to know now what we've got  [CHORUS:] My loneliness is killing me I must confess, I still believe When I'm not with you I lose my mind Give me a sign Hit me baby one more time  Oh baby, baby The reason I breathe is you Boy you got me blinded Oh baby, baby There's nothing that I wouldn't do That's not the way I planned it Show me, how you want it to be Tell me baby 'Cause I need to know now what we've got  [Repeat CHORUS]  Oh baby, baby Oh baby, baby Ah, yeah, yeah Oh baby, baby How was I supposed to know Oh pretty baby I shouldn't have let you go I must confess, that my loneliness Is killing me now Don't you know I still believe That you will be here And give me a sign Hit me baby one more time  [Repeat CHORUS]  I must confess that my loneliness Is killing me now Don't you know I still believe That you will be here And give me a sign Hit me baby one more time "
1999,"It's nothing, it's so normal you   Just stand there I could say so much   But I don't go there cuz I don't want to   I was thinking if you were lonely   Maybe we could leave here and no one would know   At least not to the point that we would think so    Everyone here, knows everyone here is thinking about   Somebody else   It's best if we all keep it under our heads   I couldn't tell, if anyone here was feeling the way I do   But I'm lonely now, and I don't know how   To get it back to good    This don't mean that, you own me   This ain't no good, in fact it's phony as hell   But things worked out just like you wanted too   If you see me out you don't know me   Try to turn your head, try to give me some room   To figure out just what I'm going to do    And everyone here, hates everyone here for doing just like   They do   It's best if we all keep this quiet instead   And I couldn't tell, why everyone here was doing me like   They do   But I'm sorry now, and I don't know how   To get it back to good    Everyone here, is wondering what it's like to be with   Somebody else   Everyone here's to blame, everyone here   Gets caught up in the pleasure of the pain, everyone hides   Shades of shame, but looking inside we're the same, we're   The same   And we're all grown now, but we don't know how   To get it back to good    Everyone here, knows everyone here is thinking 'bout   Somebody else   It's best if we all keep this under our heads   I couldn't tell, if anyone here was feeling the way I do   But it's over now, and I don't know how, it's over now   There's no getting back to good "
1999,"Its undeniable...that we should be together...  Its unbelievable how I used to say that I found in her...  The places you need to know, if you don't know  just how I feel,  Then let me show you now that I'm for real...  If all things in time, time will reveal...  Yeah...   One...your like a dream come true...  Two... jus wanna be with you...  Three... girl its plain to see...that your the only one for me...  Four...repeat steps one to three...  Five... make you fall in love with me...  If ever I believe our work is done....then I start Back at One.(yeah)   So Incrediable...the way things work themselves out...  And all emotional, once you know that its all about babe...  And undesirable...for us to be apart...  Never would of made it very far...  Cause you know that you got the keys to my heart  Cause...   One...your like a dream come true  Two... jus wanna be with you  Three... girl its plain to see..that your the only one for me  Four...repeat steps one to three  Five... make you fall in love with me  If ever I believe our work is done....then I start Back at One......   Say farewell to the dark night...I see the coming of the sun...  I feel like a little child..whose life has jus begun...  You came and reached into the light,  Into this lonely heart of mine...  You threw out the life line...just in the Nick of Tiimmmeeee.....   One...your like a dream come true  Two... jus wanna be with you  Three... girl its plain to see..that your the only one for me..girl and...  Four...repeat steps one to three  Five... make you fall in love with me  If ever I believe our work is done....then I start Back at One. "
1999,"Tonight we dance, I leave my life in your hands. We take the floor, Nothing is forbidden anymore.  Don't let the world in outside. Don't let a moment go by. Nothing can stop us tonight!  [Chorus] Bailamos! - We Dance Let the rhythm take you over... Bailamos! Te quiero amor mio - I love you my love Bailamos!  Wanna live this night forever... Bailamos! Te quiero amor mio... Te quiero! - I want you  Tonight I'm yours, We can make it happen I'm so sure. I won't let it go. There is something I think you should know.  I won't be leaving your side, We're gonna dance through the night. I want to reach for the stars!  [Chorus] Bailamos! Let the rhythm take you over... Bailamos! Te quiero amor mio... Bailamos! Wanna live this night forever... Bailamos! Te quiero amor mio... Te quiero!  Tonight we dance, Like no tomorrow. If you will stay with me, Te quiero mi amor.  Quidate conmigo... - Stay with me Esta noche...bailamos. - Tonight we dance Bailamos!  Bailamos! Let the rhythm take you over... Bailamos! Te quiero amor mio... Bailamos! Wanna live this night forever... Bailamos! Te quiero amor mio... Te quiero!  Como te quiero! - How I love you Ay, como te quiero! Como te quiero! "
1999,"You're my sunshine after the rain You're the cure against my fear and my pain 'Cause I'm losing my mind when you're not around It's all (It's all) It's all because of you You're my sunshine, oh yeah  Baby I really know by now Since we met that day You showed me the way I felt it then you gave me love, I can't describe How much I feel for you I said baby I should have known by now Should have been right there whenever you gave me love And if only you were here I'd tell you, yes I'd tell you (oh yeah)  [Chorus]  Honestly could it be you and me Like it was before neither less or more 'Cause when I close my eyes at night I realize that no one else could ever take your place I still can feel and it's so unreal When you're touching me, kisses endlessly It's just a place in the sun where our love's begun I miss you, yes I miss you baby, oh yeah  [Chorus]  If I knew how to tell you what's on my mind (Make you understand) The I'd always be there right by your side  [Chorus]  You're my sunshine You're my sunshine Oh yeah "
1999,"(After love, after love, after love, after love) (After love, after love, after love, after love) (After love, after love, after love, after love)   No matter how hard I try You keep pushing me aside And I can't break through There's no talking to you  It's so sad that you're leaving It takes time to believe it But after all is said and done You're gonna be the lonely one, oh  Chorus:  Do you believe in life after love? I can feel something inside me say I really don't think you're strong enough, no Do you believe in life after love? I can feel something inside me say I really don't think you're strong enough, no  What am I supposed to do Sit around and wait for you Well I can't do that And there's no turning back  I need time to move on I need love to feel strong 'Cause I've got time to think it through And maybe I'm too good for you, oh  (chorus)  Well I know that I'll get through this 'Cause I know that I am strong I don't need you anymore I don't need you anymore I don't need you anymore No, I don't need you anymore  (chorus)(repeat)  (Do you believe in life after love?) "
1999,"In my shoes my toes are busted  My kitchen says my bread is molded  Got a good job at the dollar store  One foot in the hole  One foot gettin' deeper  With a broken mirror  And a blown out speaker  I ain't got much else to lose  I'm faded, flat busted  Been jaded, I been dusted  I know that I've seen better days   One foot in the hole  One foot gettin' deeper crank it to eleven  And blow another speaker  And I ain't got, I ain't got much to lose   Cuz I've seen better days  Been the star of many plays  I've seen better days  And the bottom drops out   My cup's filled up with five buck wine  Find myself here all the time  Another rip in the glass  Another chip in my tooth  Rained on, I've been stained on  Found another goat I put the blame on  Now I'm steppin' on all the cracks  But I guess there ain't no use  I'm bent like glass second hand like glory  Missed the bus but I'm in no hurry  Molasses fast, no business born   One foot in the hole  One foot gettin' deeper crank it to eleven  Blow another speaker  And I ain't got, I ain't got much to lose   Cuz I've seen better days  Been the star of many plays  I've seen better days  And the bottom drops out   I've seen better days  Been the star of many plays  I've seen better days  And the bottom drops out "
1999,"[Jazz]  I stay away from cats that rap  That ain't got traps  And producers that make tracks  That ain't got no plaques  I'm J to the A-Z-Z, chrome Z3  You ain't balling, you ain't rolling with me  Jazz said it  These cats ain't cheap, they broke  Take me to a flick  Can't even buy me a Coke  All them quick say you ain't gettin' nada from us  Cause in their pockets they ain't got nada but dust  Come on, come on   [Beyonce]  Why you sitting here under me  Giving me grief  Saying you love me  You know you're lying through your teeth  Living it up  The good life for free  I don't know what you want from me  Don't you know I need somebody who can do me right  And keep his pockets tight  I don't know why I keep taking this mess from you   1 - [Destiny's Child]  I need a baller  Someone not like you  Who do me right  You're triflin', good for nothing, type of brother  Keep a sister working day and night   [Kelly]  I don't think you do  So you and me are through, oh ooh   2 - [Destiny's Child]  I'm looking for a man who will pay my bills  Pay my car note, give me what I want  Keep a sister real tight  And ladies if you hear me say right  (Right, right)  Cause I don't really wanna have to front the bills  Buy your clothes, give you everything you want  Cause I can't go for that, can't go for that, no, no  I can't go for that   [Beyonce]  So you rolling around in my drop six  Frontin', telling your boys how you copped it  Leeching off of me all the time  Why won't you just get a life  You really don't get it  I spend my money on myself  I gotta move on and find somebody else   Repeat 1   [Kelly]  I don't (I don't)  Think you (Think you)  You do  So you and me are through   Repeat 2 (2x)   [Sporty Thievz]  Hey yo this one babe  After we done laid  Started telling me about bills that's unpaid  And you know me, I'm that nada cat  Type to loan you a buck, get my dollar back  You holla at, me  Like you want me to trick, trick  I trick you into letting me hit  Said she ain't a pigeon and she hate nada  Uh-oh, put you off with the fake Prada, uh-oh   I'm getting dough but it ain't splendid  Offended, cause they tax for it when I make it  Running game when I spend it  Then chicks hit me with that ""Kirk, let me get that""  Then I hit back  ""Alright! Well first let me hit that""   Yo when I flow for her  Blow for her, get dough for her  Cop an O for you, and trip and what you can't go for it  Let's get it down to the nitty-gritty  Yo pretty-bitty  Give me two years and I might consider you for fifty-fifty  Shot caller   Repeat 2 till end "
1999,"Baby's black balloon makes her fly I almost fell into that hole in your life And you're not thinking 'bout tomorrow Cuz you were the same as me But on your knees  A thousand other boys could never reach you How could I have been the one I saw the world spin beneath you And scatter like ice from the spoon that was your womb  Comin' down the world turned over And angels fall without you there And I go on as you get colder Or are you someone's prayer  You know the lies they always told you And the love you never knew What's the things they never showed you That swallow the light from the sun inside your room, yeah  Comin' down the world turned over And angels fall without you there And I go on as you get colder Always someone there  And there's no time left for losin' When you stand they fall, yeah  Comin' down the world turned over And angels fall without you there And I go on as you get colder All because I'm Comin' down the years turn over And angels fall without you there And I'll go on and I'll lead you home and All because I'm All because I'm And I'll become What you became to me "
1999,"Chante's got a man at home  And he's sure good to me   I'm sorry that your man ain't home  I'm sorry that yours left you alone  It's such a shame your man is playing games  And I heard you say that men are all the same  No, no, no   1 - 	It's not the truth girl  	Cause I got proof girl  	Oh I got proof girl  	I got a man at home   2 - 	Chante's got a man at home  	It hurts me your man's leaving you all alone  	I can't help it that your baby's bad  	Creeping out, cheating on ya, beating on ya  	Chante's got a man at home  	And he's sure good to me   Listen  Now why'd you let him beat you down  No, no, what's up with that  There's good men around  Don't you know how beautiful you are inside girl  And don't you let nobody go and steal your pride  Oh no no, I know your thing girl   Repeat 1  Repeat 2   I once was where you are  Thought men were all the same  But I never gave up hope  And now my life has changed  Listen to me girls   One bad apple don't spoil the whole bunch girl  He always treats me right, we never fight  He sends me flowers and wines and dines me  Took me home to meet his momma  How he loves me   One bad apple don't spoil the whole bunch girl  Give it one more try  Before ya give up on love   Repeat 2 until fade "
1999,"It's been three weeks since you've been looking for your friend The one you let hit it and never called you again 'Member when he told you he was 'bout the Benjamins You act like you ain't hear him then gave him a little trim To begin, how you think you really gon' pretend Like you wasn't down then you called him again Plus when you give it up so easy you ain't even fooling him If you did it then, then you probably f*** again Talking out your neck sayin' you're a Christian A Muslim sleeping with the gin Now that was the sin that did Jezebel in Who you gon' tell when the repercussions spin Showing off your ass 'cause you're thinking it's a trend Girlfriend, let me break it down for you again You know I only say it 'cause I'm truly genuine Don't be a hardrock when you're really a gem Babygirl, respect is just a minimum Niggas f***ed up and you still defending them Now Lauryn is only human Don't think I haven't been through the same predicament Let it sit inside your head like a million women in Philly, Penn. It's silly when girls sell their soul because it's in Look at where you be in hair weaves like Europeans Fake nails done by Koreans Come again Come again, come again, come again, come again  Guys you know you better watch out Some girls, some girls are only about That thing, that thing, that thing  The second verse is dedicated to the men More concerned with his rims and his Timbs than his women Him and his men come in the club like hooligans Don't care who they offend popping yang like you got yen Let's not pretend, they wanna pack pistol by they waist men Cristal by the case men, still in they mother's basement The pretty face, men claiming that they did a bid men Need to take care of their three and four kids men They facing a court case when the child's support late Money taking, heart breaking now you wonder why women hate men The sneaky silent men the punk domestic violence men The quick to shoot the s***n stop acting like boys and be men How you gon' win when you ain't right within How you gon' win when you ain't right within How you gon' win when you ain't right within Come again Come again, come again, come again, come again  Girls you know you better watch out Some guys, some guys are only about That thing, that thing, that thing "
1999,"Every morning there's a halo hangin from the corner of my girlfriend's four post bed I know it's not mine but I'll see if I can use it for the weekend or a one-night stand Couldn't understand How to work it out Once again as predicted left my broken heart open and you ripped it out Something's got me reeling Stopped me from believing Turn me around again Said that we can do it You know I wanna do it again (Sugar Ray say) Oh........... (Every Morning) Oh................ (Every Morning when I wake up) (Shut the door baby, don't say a word) Oh....... (She always rights the wrong, she always rights, she always rights) (Shut the door baby, Shut the door baby) Every Morning there's a heartache hanging from the corner of my girlfriend's four-post bed I know it's not mine and I know she thinks she loves me but I never can believe what she said Something so deceiving When you stop believing Turn me around again Said we couldn't do it You know I wanna do it again Oh........... (Every Morning) Oh.................. (Every Morning when I wake up) (Shut the door baby, don't say a word) Oh........... (Every Morning) Oh.......... (Every Morning when I wake up) (Shut the door baby, shut the door baby) She always rights the wrong For me Baby She always rights the wrong For me Every Morning there's a halo hanging from the corner of my girlfriend's four-post bed I know it's not mine but I'll see if I can use it for the weekend or a one-night stand (Shut the door baby, don't say a word) Every Morning Every Morning when I wake up (Shut the door baby, shut the door baby) Every Morning Every Morning (Turn me around again) (Shut the door baby, don't say a word) Every Morning Every Morning "
1999,"(feat. Joe)  [Case] Uh, uh, uh, uh That's right (oooo, yo, oooo, oh) Life is funny, ain't it (yeahh, oh yeah) Sometimes you can end up with (c'mon Joe, c'mon, ready) Somebody you really don't wanna be with (no way, babe) And others left to figure it out (oh, sing it for me Case) Check it  She was more than a woman, a goddess for all it seems (is that right) And all I ever needed was her right here loving me For a while we were cool and the grooving of love was on But I still remember how it felt when our love was gone  [1] - In a tattered picture book Was a photograph she took years ago Secret memories in her mind (secret memories in her mind) How could love be so unkind Heartbreak time  (My heart is breaking, Oh)  [2] - Faded pictures in a broken glass Like a mirror revealing What the woman is feeling Was it someone from a distant past Cuz it's breaking my heart So won't you stare into the glass  (Joe help me out)  [Joe] As she turned through the pages, the tears roll down her face I could see her reminiscing why her life had to be this way Then she stopped as she came to a page where her diary ends To smell the scent of an old rose from her lover I suppose  [Repeat 1] [Repeat 2]  The pictures keep spinning (Oh na, na, na, na, na, na) As she stares into the glass, I'll be waiting (Oh na, na, na, na, na, na) Cuz she's lost inside the past  The pictures keep spinning, spinning, spinning, spinning (Oh na, na, na, na, na, na) As she stares into the glass, I'll be waiting (Oh na, na, na, na, na, na) Cuz she's lost inside the past Lost inside the past  [Repeat 2 until fade] "
1999,I wish that I could fly  Into the sky  So very high  Just like a dragonfly   I'd fly above the trees  Over the seas in all degrees  To anywhere I please   Oh I want to get away  I want to fly away  Yeah yeah yeah   Oh I want to get away  I want to fly away  Yeah yeah yeah   Let's go and see the stars  The milky way or even Mars  Where it could just be ours   Let's fade into the sun  Let your spirit fly  Where we are one  Just for a little fun  Oh oh oh yeah !   I want to get away  I want to fly away  Yeah yeah yeah   I want to get away  I want to fly away  Yeah yeah yeah   I got to get away  Feel I got to get away  Oh oh oh yeah   I want to get away  I want to fly away  Yeah with you yeah yeah  Oh Yeah !   I want to get away  I want to fly away  Yeah with you yeah yeah  I got to get away   I want to get away [X4] Yeah  I want to get away  I want to fly away  Yeah with you yeah yeah  I got to get away   I want to get away [X4] Yeah   I want to get away  I want to fly away  Yeah with you  Yeah yeah yeah yeah yeah 
1999,"[Verse1:]   Never seen a sun shine like this   Never seen the moon glow like this   Never seen the waterfalls like this   Never seen the lights off like this   Never dug anyone like this   Never had tasty lips to kiss   Never had someone to miss   Never wrote a song quite like this    [Chorus:]   Fortunate to have you girl,   I'm so glad you're in my world,   Just as sure as the sky is blue,   I bless the day that I found you.    [Verse 2:]   Never had room service all night   Never took a trip first class flight   Never had a love affair so tight   I've never felt a feeling so right   Never seen a winter so white   Never had words to recite   Never had a flame to ignite   And I never sang a song with all my might.    [chorus 2x]   Silence child hope you hear   I'm callin out to your body   Baby you know just what to do   Close the door no interlude    [chorus 2x] "
