Year,Lyrics
2002,Everything's so blurry and everyone's so fake and everybody's empty and everything is so messed up pre-occupied without you I cannot live at all My whole world surrounds you  I stumble then I crawl  You could be my someone you could be my scene you know that i'll protect you from all of the obscene I wonder what you're doing imagine where you are there's oceans in between us but that's not very far  Can you take it all away can you take it all away well ya shoved it in my face this pain you gave to me Can you take it all away can you take it all away well ya shoved it my face  Everyone is changing there's noone left that's real to make up your own ending and let me know just how you feel cause I am lost without you I cannot live at all my whole world surrounds you I stumble then I crawl  You could be my someone you could be my scene you know that i will save you from all of the unclean I wonder what you're doing I wonder where you are There's oceans in between us but that's not very far  [Chorus]  Nobody told me what you thought nobody told me what to say everyone showed you where to turn told you when to runaway nobody told you where to hide nobody told you what to say everyone showed you where to turn showed you when to runaway  [Chorus]  This pain you gave to me  You take it all You take it all away... This pain you gave to me You take it all away This pain you gave to me Take it all away This pain you gave to me 
2002,"All you gotta do is just walk away and pass me by Don't acknowledge my smile when I try to say hello to you, yeah And all you gotta do is not answer my calls when  I'm trying to get through To keep me wondering why, when all I can do is sigh I just wanna touch you  [Chorus] I just wanna touch and kiss And I wish that I could be with you tonight You give me butterflies inside, inside and I  All I gotta say is that I must be dreaming, can't be real You're not here with me, still I can feel you near me I caress you, let you taste us, just so blissful listen I would give you anything baby, just make my dreams come true Oh baby you give me butterflies  [Chorus] I just wanna touch and kiss And I wish that I could be with you tonight You give me butterflies inside, inside and I I just wanna touch and kiss And I wish that I could be with you tonight You give me butterflies inside, inside and I  If you would take my hand, baby I would show you Guide you to the light babe If you would be my love, baby I will love you, love you 'Til the end of time  [Chorus] I just wanna touch and kiss And I wish that I could be with you tonight You give me butterflies inside, inside and I I just wanna touch and kiss And I wish that I could be with you tonight You give me butterflies inside, inside and I I just wanna touch and kiss And I wish that I could be with you tonight You give me butterflies inside, inside and I "
2002,"Under a lovers' sky  Gonna be with you  And noone's gonna be around  If you think that you won't fall  Well just wait until  Til the sun goes down   Underneath the starlight - starlight  There's a magical feeling - so right  It'll steal your heart tonight   You can try to resist  Try to hide from my kiss  But you know  But you know that you can't fight the moonlight  Deep in the dark  You'll surrender your heart  But you know  But you know that you can't fight the moonlight  No, you can't fight it  It's gonna get to your heart   There's no escape from love  Once a gentle breeze  Weaves it's spell upon your heart  No matter what you think  It won't be too long  Til your in my arms  Underneath the starlight - starlight  We'll be lost in the rhythm - so right  Feel it steal your heart tonight   You can try to resist  Try to hide from my kiss  But you know  But you know that you can't fight the moonlight  Deep in the dark  You'll surrender your heart  But you know  But you know that you can't fight the moonlight  No you can't fight it  No matter what you do  The night is gonna get to you   Don't try then  You're never gonna win   Underneath the starlight - starlight  There's a magical feeling - so right  It will steal your heart tonight   You can try to resist  Try to hide from my kiss  But you know  But you know that you can't fight the moonlight  Deep in the dark  You'll surrender your heart  But you know  But you know that you can't fight the moonlight  No, you can't fight it   You can try to resist  Try to hide from my kiss  But you know  Don't you know that you can't fight the moonlight  Deep in the dark  You'll surrender your heart  But you know  But you know that you can't fight the moonlight  No, you can't fight it  It's gonna get to your heart "
2002,La la la La la la la la La la la La la la la la  I just can't get you out of my head Boy your loving is all I think about I just can't get you out of my head Boy it's more than I dare to think about  La la la La la la la la  I just can't get you out of my head Boy your loving is all I think about I just can't get you out of my head Boy it's more than I dare to think about  Every night Every day Just to be there in your arms  Won't you stay Won't you lay Stay forever and ever and ever and ever  La la la La la la la la La la la La la la la la  I just can't get you out of my head Boy your loving is all I think about I just can't get you out of my head Boy it's more than I dare to think about  There's a dark secret in me Don't leave me locked in your heart  Set me free Feel the need in me Set me free Stay forever and ever and ever and ever  La la la La la la la la La la la La la la la la  I just can't get you out of my head I just can't get you out of my head I just can't get you out of my head... 
2002,"You can say I'm plain Jane, but it's not the same I ain't in to big names, but I like nice things I watch boxing matches and uh football games  I wouldn't mind being an actress, but I love to sing  I like going out, talking walks and stuff I don't round that many girls cause they talk too much I enjoy quiet nights at home cause I'm next to ya Though I'm ain't a virgin that don't mean I'm having sex with ya  Everywhere I go I'm spotted And everything I want I got it 5'5 with brown eyes Smile like the sunrise  Everywhere I go I'm spotted And everything I want I got it 5'5 with brown eyes Smile like the sunrise  Baby look me in the eyes And tell me ya I'm the kinda girl you like I'm feeling you Cause sweetie you're my kinda guy Thinking about you and I  I wanna run with this All night long And if you want me we can keep this going Let me tell you I'm the type that's strong And I don't trust a lot of men I'm independent I'm ain't  like some other woman  Everywhere I go I'm spotted And everything I want I got it 5'5 with brown eyes Smile like the sunrise  Everywhere I go I'm spotted And everything I want I got it 5'5 with brown eyes Smile like the sunrise  Ven aqui, Ven aqui Mama Baby girl don't you know you're a star We could take a little trip to mi casa Spend the night popping cris in the hot tub See I ain't never seen no girl like you Every sexy little thing you do 5'5' brown eyes with your thick thighs Every time I see your smile its got me hypnotized  Mira (So can I get your number) Mi amor me ama bien Te encantara si quisieras lo tendras (I don't know what you said, but I like it) Dondequiera, soy notada Lo que que me hayo me consigo Y morena, ojos negros Y sonrisa soleada  Everywhere I go I'm spotted And everything I want I got it 5'5 with brown eyes Smile like the sunrise [4x]  5'5 with brown eyes sun like the sunrise  [2x] "
2002,"Where's my snare, I have no snare in my headphones, there ya' go, yeah, yo', yo'...  Have you ever been hated or discriminated against, I have, i've been protested and demonstrated against, picket signs for my wicked rhymes, look at the times, sick is the mind of the motherfuckin' kid that's behind, all this commotion, emotions run deep as ocean's explodin', tempers flaring from parents, just blow 'em off and keep goin', not takin' nothin' from no one, give 'em hell long as i'm breathin', keep kickin' ass in the mornin', an' takin' names in the evening, leave 'em with a taste as sour as vinegar in they mouth, see they can trigger me but they'll never figure me out, look at me now, I bet ya' probably sick of me now, ain't you mama, i'ma make you look so ridiculous now...  [CHORUS]  I'm sorry mama, I never meant to hurt you, I never meant to make you cry, but tonight i'm cleanin' out my closet, {one more time}, I said i'm sorry mama, I never meant to hurt you, I never meant to make you cry, but tonight i'm cleanin' out my closet...  I got some skeletons in my closet and I don't know if no one knows it, so before they thrown me inside my coffin and close it, i'ma expose it, i'll take you back to '73, before I ever had a multi-platinum sellin' Cd, I was a baby, maybe I was just a couple of months, my faggot father must have had his pantie's up in a bunch, cause he split, I wonder if he even kissed me goodbye, no I don't on second thought, I just fuckin' wished he would die, I look at Hailie and I couldn't picture leavin' her side, even if I hated Kim, I grit my teeth and I'd try, to make it work with her at least for Hailie's sake, I maybe made some mistakes but i'm only human, but i'm man enough to face them today, what I did was stupid, no doubt it was dumb, but the smartest shit I did was take them bullets out of that gun, cause id'a killed 'em, shit I would have shot Kim and him both, it's my life, i'd like to welcome y'all to the Eminem show...  [CHORUS]  Now I would never diss my own mama just to get recognition, take a second to listen who you think this record is dissin', but put yourself in my position, just try to envision witnessin' your Mama poppin' prescription pills in the kitchen, bitchin' that someone's always goin' through her purse and shits missin', going through public housing systems, victim of Munchausen's syndrome, my whole life I was made to believe I was sick when I wasn't 'til I grew up, now I blew up, it makes you sick to ya' stomach, doesn't it, wasn't it the reason you made that Cd for me, ma, so you could try to justify the way you treated me, ma, but guess what, your gettin' older now and it's cold when your lonely, and Nathan's growing up so quick, he's gonna know that your phoney, and Hailie's getting so big now, you should see her, she's beautiful, but you'll never see her, she won't even be at your funeral, see what hurts me the most is you won't admit you was wrong, bitch, do your song, keep tellin' yourself that you was a mom, but how dare you try to take what you didn't help me to get, you selfish bitch, I hope you fuckin' burn in hell for this shit, remember when Ronnie died and you said you wished it was me, well guess what, I am dead, dead to you as can be...  [CHORUS] "
2002,"Uh huh, life's like this Uh huh, uh huh, that's the way it is Cause life's like this Uh huh, uh huh that's the way it is  Chill out whatcha yelling' for? Lay back it's all been done before And if you could only let it be you will see I like you the way you are When we're drivin' in your car and you're talking to me one on one but you've become  Somebody else round everyone else You're watching your back like you can't relax You're tryin' to be cool you look like a fool to me Tell me  Why you have to go and make things so complicated? I see the way you're acting like you're somebody else gets me frustrated Life's like this you And you fall and you crawl and you break and you take what you get and you turn it into honesty and promise me I'm never gonna find you fake it no no no  You come over unannounced dressed up like you're somethin' else where you are and where it's at you see you're making me laugh out when you strike your pose take off all your preppy clothes you know you're not fooling anyone when you've become  Somebody else round everyone else Watching your back, like you can't relax Trying to be cool you look like a fool to me Tell me  Why you have to go and make things so complicated? I see the way you're acting like you're somebody else gets me frustrated Life's like this you and You fall and you crawl and you break and you take what you get and you turn it into honesty promise me I'm never gonna find you fake it no no no  Chill out whatcha yelling for? Lay back, it's all been done before And if you could only let it be You will see  Somebody else round everyone else You're watching your back, like you can't relax You're trying to be cool, you look like a fool to me Tell me  Why you have to go and make things so complicated? I see the way you're acting like you're somebody else gets me frustrated Life's like this you and you fall and you crawl and you break and you take what you get and you turn it into honesty promise me I'm never gonna find you fake it no no  Why you have to go and make things so complicated? I see the way you're acting like your somebody else gets me frustrated Life's like this you You fall and you crawl and you break and you take what you get and you turn it into honesty promise me I'm never gonna find you fake it no no no "
2002,You You  You are still a whisper on my lips  A feeling at my fingertips  That's pulling at my skin   You leave me when I'm at my worst  Feeling as if I've been cursed  Bitter cold within   Days go by and still I think of you  Days when I couldn't live my life without you  Days go by and still I think of you  Days when I couldn't live my life without you  Without you  Without you  You are still a whisper on my lips  A feeling at my fingertips  That's pulling at my skin   You leave me when I'm at my worst  Feeling as if I've been cursed  Bitter cold within   Days go by and still I think of you  Days when I couldn't live my life without you  Without you Without you  Days go by and still I think of you  Days when I couldn't live my life without you  Days go by and still I think of you  Days when I couldn't live my life without you  Without you  Without you Without you Without you Without you 
2002,"[(Background Vocals by Timbaland)]  [Intro] What's so different (Uh huh) Baby (Say what) What's so different (Uh huh) Yeah (Bom, bom, bom, bom yeah) If you cheated on him How I know you ain't gon' do it to me (Can you feel this Bom bom bom bom, yeah) I need to tell you something Check this out (Uh, Ginuwine, check)  You say you love me. But at one time you loved him So what's so different Tell me if you, were in my shoes What would you do or think of me Would you trust me  But you feedin' me, All this rap about,  How it's different  But it's not mentioned what you're doin' is wicked. Now I'm having, second thoughts about,  You and me, cuz this is not how I want it or it should be.  [chorus] You say you want my trust and Told me you were leavin'. How am I to know that you won't do it to me You're tellin' me it's different But what the hell is different If you cheated on him you'll do it to me.  You're creepin' on him for me, But you say just trust me. How am I to know that you won't do it to me You're tellin' me it's different But what the hell is different If you cheated on him you'll do it to me.  (Check this out) Like the saying goes, you reap what you sow And what goes around comes back around Till you find out it's harder And I'm pretty sure, That he's thinkin' That you're totally his, but you're here in my room Don't cha'll talk wit me All hugged up, And all over me Kissin' all of me Is that to get me where you want me to be Don't want this To happen to me. So I'll drop you off, go back to your man Cuz really, this ain't me.  [Repeat Chorus]  Baby, uh uh uh, uh uh uh (Say what) Uh uh uh (Can ya feel me) Uh uh uh (Can ya feel me) Uh uh uh (Can ya feel me) (Can ya feel me Can ya feel me) (Can ya feel me Can ya feel me)  (Uh, ya see) Don't tell him baby (You don' went too far now, baby) You won't do this shit to me (Yo G, bring the bridge in)  Baby tell me one thing How could you do it What did he do to you Does he know he blew it  Or is it just that You wanna get even Baby, if that's not it Please tell me the reason (Tell me, tell me)  I just don't wanna Get caught up in drama If you don't want him Just tell him, don't cheat on him (What)  If you don't tell him Me and you can't be Cuz tell me how I'll know You won't do that shit to me (Not to me baby) You would do it to me  [Repeat chorus until fade] "
2002,"[Kelly Rowland] I.. love you, and I.. need you Nelly I.. love you, I do.. neeeeed you - but  [Chorus: Kelly Rowland] No matter what I do, all I think about is you Even when I'm with my boo, know you know I'm crazy over you No matter what I do, all I think about is you Even when I'm with my boo, y'know I'm crazy over you  [Nelly] Check it, check it, check it, uhh I met this chick and she just moved right up the block from me And uhh, she got the hots for me the finest thing my hood done seen But oh no, oh no, she gotta a man and a son, doh'ohhh, but that's okay Cause I, wait for my cue and just listen, play my position Like a shortstop, pick up e'rything mami hittin And in no time.. (no time) I.. I plan to make this wah-one mi-i-ne.. and that's for sure Cause I, I never been the type to, break up a happy home But uh, there's somethin bout baby girl I just can't leave alone So tell me ma what's it gonna be? She said (You don't know what you mean to me)  [Chorus]  [Nelly] Check it, check it, check it, uhh I see a lot and you look and I never say a word I know how niggaz start actin trippin out here about they girls And there's no way-ayy-hey, Nelly gon' fight over no day-hey-ame.. as you can see But I, I like your steez, your style, your whole demeanor The way you come through and holla and swoop me in his 2-seater Now that's gangstah-ah-ahhh.. And I got special ways to thank yah-ah-ahhh.. don't you forget it But uh, it ain't that easy for you to pack and leave him But uh, you and dirty got ties for different reasons I respect that and right before I turn to leave, she said  [Chorus]  [Nelly] Sing it for me K  [Kelly Rowland] I.. love you, and I.. need you Nelly I.. love you, I do.. (c'mon girl) And it's more than you'll.. ever know But.. it's fo'sho You can always count on my love Foreveeeeer more, yeahh-yeahh..  [Nelly] East coast, I know you shakin right Down South, I know you bouncin right West coast, I know you walkom right, cause Midwest, I see you swingin right (You don't know what you mean to me)  [Chorus]  [Nelly] East coast, I know you shakin right Down South, I know you bouncin right West coast, I know you walkin right, cause Midwest, I see you swing it right (You don't know what you mean to me) East coast, you still shakin right Down South, I see you bouncin right West coast, I know you walkin right, cause Midwest, I see you swingin right (You don't know what you mean to me)  [Chorus]  [Nelly] East coast, I know you shakin right Down South, I know you bouncin right West coast, I know you walkin right Midwest, I see you swing it right (You don't know what you mean to me) East coast, you still shakin right Down South, I see you bouncin right West coast, I know you walkin right, cause Midwest, I see you swingin right (You don't know what you mean to me) "
2002,"I never win 1st place I don't support the team I can't take direction And my socks are never clean Teachers dated me My parents hated me I was always in a fight 'Cause I can't do nothing right  Everyday I fight a war against the mirror Can't take the person staring back at me  I'm a hazard to myself Don't let me get me I'm my own worst enemy It's bad when you annoy yourself So irritating Don't want to be my friend no more I wanna be somebody else  LA told me You'll be a pop star All you have to change Is everything you are Tired of being compared To damn Britney Spears She's so pretty That just ain't me  So doctor doctor won't you please prescribe me something A day in the life of someone else  Produced & Arranged by Dallas Austin for DARP, Inc. Recorded by Carlton Lynn at Pinetree Studios, Miami Beach, FL & DARP Studios, Atlanta, GA Assisted by Doug Harms Mixed by Dave Way at Larrabee Studios North, North Hollywood, CA Mix Assistant: Tim LeBlanc Background Vocals: Pink MIDI & Sound Design: Rick Sheppard "
2002,"[Chorus: Ja Rule] + (Ashanti) (I wanna be your chick) (I wanna be down for you) Do you trust me? (Yea) Love me? (Yea) U puttin' it on me? You must be (Your down ass chick) (I wanna be your chick) And only for the Rule Baby (I'll ride for you) Yea (Die for you) Yea (Do anything you want me to) (I'll be your down ass chick)  [Ja Rule] Yo, this is no intention To being offensive to women By calling y'all bitches My down ass bitches Still, my queen bitches Cuts look clean on the finger Next to that finger you flipped at me And there's no in between me and you Only me and you Who else gon put it on ya like the Rule And God only looks after children and fools And you're not so who gon' look after you? Rule baby  [Vita] True baby, it's only for you baby Vita's thighs only divide if you inside Cuz I love the way you touch me Nobody can get it And if it's comin or gunnin Just considered it's spitted So when you gone for a minute I just fantasize Like if it's you that's all in it Then I'm satisfied til you come back to me Holdin' stacks and jewels V-I-T-A and my nigga J-A Rule Baby  [Chorus]  [Ashanti] I'm gonna be here when you need me Rule baby, can always count on me And you don't ever have to worry You know I'll make it in a hurry Here for you and I will never leave Shed tears fou you, cuz boy, you got to me There will never be another for me You'll always be my one and only  [Ja Rule] Baby girl, would you bust your gun wit me? [Ashanti] Yea, yea [Ja Rule] Lie to the Feds if they come get me? [Ashanti] Yea, yea [Ja Rule] If I die, would you kill for me? [Ashanti] Yea, yea [Ja Rule] Are you trustin me? [Ashanti] Yea, Yea [Ja Rule] Are you lovin me? [Ashanti] Yea, yea, yea  [Ja Rule] Yea, let's get it gwenin' like we Ashford and Simpson Or Ike and Anna Mae on one of they good days You smile like smile rays 5'5 with brown eyes and thick legs Only for the Rule baby  [Chorus]  [Charli Baltimore] Now baby, I told you I can show you Better than I can tell you Blow trial, bring commissaries and mail You them sweet words and naked force I'm still that pretty down down ass 2 cars behind your 6 And not just any clown ass Glockin my round ass only a down ass And it's all for you I grown a tad bit Since we been at it like rabbits The booty lil plumper and it's...  [Ja Rule] All for Rule  [Charli Baltimore] Shit, who gon love you like that? Thug with you with it stacked to the ceiling Or splittin a dub with you Cuz I play my position with cold D's and O.G.'s Until that blood shed, blood red, or we OD'd Remember every word that you told me?  [Ja Rule] Show me, hold me  [Charli Baltimore] All you need in your life is Chuck, drugs, and dubs And 22's now tell me who the honey for you? Chuck  [Chorus] - repeat 2X "
2002,"It was painted red the stripe was white It was eighteen feet from the bow to the stern light Secondhand from a dealer in Atlanta I rode up with daddy when he went there to get her We put on a shine; put on a motor Built out of love, made for the water Ran her for years, 'til the transom got rotten A piece of my childhood that will never be forgotten  It was just on old plywood boat With a '75 Johnson with electric choke A young boy two hands on the wheel I can't replace the way it made me feel And I would turn her sharp And I would make her whine He'd say, ""you can't beat the way an old wood boat rides"" Just a little lake across the Alabama line But I was king of the ocean When daddy let me drive  Just an old half ton shortbed ford My uncle bought new in '64 Daddy got it right 'cause the engine was smoking A couple of burnt valves and he had it going He let me drive her when we'd haul off a load Down a dirt strip where we'd dump trash off of Thigpen Road I'd sit up in the seat and stretch my feet out to the pedals Smiling like a hero that just received his medal  It was just an old hand-me-down Ford With a three-speed on the column and a dent in the door A young boy two hands on the wheel I can't replace the way it mode me feel And I would press that clutch And I would keep it right And he'd say, ""a little slower son you're doing just fine"" Just a dirt rood with trash on each side But I was Mario Andretti When daddy let me drive  I'm grown up now three daughters of my own I let them drive my old Jeep across the pasture at our home Maybe one day they'll reach back in their file And pull out that old memory And think of me and smile and say  It was just an old worn out Jeep Rusty old floorboard, hot on my feet A young girl two hands on the wheel I can't replace the way it made me feel And he'd say, ""turn it left and steer it right, Straighten up girl, you're doing just fine"" Just a little valley by the river where we'd ride But I was high on a mountain When daddy let me drive  When daddy let me drive  Oh he let me drive  Daddy let me drive  It's just an old plywood boat With a '75 Johnson with electric choke "
2002,"(You can run, you can hide But you can't escape my love)  Here's how it goes, you and me, up and down at this time We'll get right, where to fight Cause love is something you can't shape When it breaks All it takes is some trying  If you feel like leaving I'm not gonna make you stay Soon you'll be finding You can run, you can hide But you can't escape my love You can run, you can hide But you can't escape my love  So if you go You should know It's hard to just forget the past so fast It was good, it was bad but it was real  And that's all you get in the end of the matter  Here's how it goes All it takes is some trying You can run, you can hide But you can't escape my love "
2002,"(feat. Jadakiss, Fabolous)  [Verse 1-Jadakiss] Yeah, uh, what, uh, yeah, uh hey yo you can hit the dance floor now, you ain't gotta wait we can take this outside, you ain't gotta hate this here is a family affair, the family is here everybody put your hands in the air we don't need no haten or rachen somebody better calm duke down cause the eight'll lace him while your waitin get it perculatin love to smoke previlly purple hazen sharp as a buck fifty doing my dance, and honey mad cause she can't keep up with me but still banging em, sogging em, still robbing em and the whole world knows Kiss is a problem but I ain't come to fight, I came to have fun tonight and hit more then one tonight get crunk from begenning to end Mary J and Jada, Y, O, we did it again, ugh  [Mary J Blige] come on everybody get on up cause you know we gots to get it crunk Mary J is in the spot tonight and I'm gonna make you feel alright come on baby just party with me let loose and set your body free leave your situations at the door so when you step inside jump on the floor  [Mary J Blige-Chorus]  [Mary J Blige] gonna gonna be about a matter of time before you get loose and start to lose your mind cop you a drink, go ahead and rock your ice cause were celebratin no more drama in our life get the track pumpin, everybody is jumpin go ahead twist your back and get your body bumpin I thought I told you to leave your situations at the door so grab somebody and get your ass on the dance floor  [Chorus]  [Fabolous] Yall can't deny it, uh, yeah, this is cracklatin Yeah it's Mary and the kid bouncing in the six four until we crack the things after a few shots I'm faded family affair, yall don't where the spot is located if your not related and they got to hate it ha switch from a ring to chapar to a rolex I watch them grin it this year there is no more drama  mainly because now my saving account show more commas usally it's mello rappers in the club pulling models and pulling bottles out them yellow wrappers staying () to those hammers and be standing on the couch like my moms ain't teach me no manners ma we can leave the club and hit the beach in Guyana don't come back to our features is tanner and thiers acscents on each of our grammers your with the young F-A-B-O-L-O-U-S family  [Chorus Til End] "
2002,"(feat. Biggie Smalls)  [Chorus: Ashanti (Biggie)] See my days are cold without you (Here's Another one) But I'm hurting while I'm with you (And another one) And though my heart can't take no more, I can't keep running back to you See my days are cold without you (Here's Another one) But I'm hurting while I'm with you (And another one) And though my heart can't take no more, I won't keep running back to you (And another one....what what)  [Ashanti:] I think I found my strenght to finally get up and leave No more broken heart for me No more tellin' your lies to me (And another one) I'm lookin' like I got my head on right so now I see No more givin' you everythin' There's no more takin' my love from me (what)  [Chorus]  [Ashanti:] Glad to wake up every day without you on my brain No more waiting late up at night No more havin' to fuzz and fight I'm proud to say that I will never make the same mistake No more thinkin' about what you do There's no more of me runnin' back to you  [Chorus]  [Biggie:] Some say the x make the sex spec-tacular, Let me lick you from yo neck to yo back Then ya, shiverin', tongue deliverin' Chills up that spine, that ass is mine Skip the wine and the candlelight, no Cristal tonight If its alright wit' you, we fuckin (that's cool) Deja vu, the blunts sparked, finger fuckin in the park Pissy off Bacardi Dark Remember when I used to play between yo legs You begged for me to stop because you know where it would head Straight to yo mother's bed At the Mariott, we be lucky if we find a spot next to yo sister Damn I really miss the way she used to rub my back when I hit that Way she used to giggle when yo ass would wiggle Now I know you used to sweets at the Parker Meridian, trips to the Carribean But tonight, no ends  [Ashanti (Biggie)] You must be used to me cryin' (And another one) While you're out bumpin' and grindin' But I'm leaving you tonight   See my days are cold without you  But I'm hurting while I'm with you And though my heart can't take no more, I can't keep running back to you  You must be used to me cryin' (And another one) While you're out bumpin' and grindin' But I'm leaving you tonight (Uuuh...and another one) "
2002,"(feat. Fat Joe)   [Intro: Fat Joe]  Joe Creezy, uh, please, please, believe B-R-A-N-D-Y, Uh huh   [Verse 1: Fat Joe]  Who else but the D-O-N  Nah mami I ain't shy you can bring your friends  That depends no actin up (What!)  Down for whatever baby that's what's up  Uh! Let's get it poppin cause soon I'm out  Peel them Doce's off let the full moon out  I can see it in your eyes you in need for pleasure  And Joe Crack's love exceeds the measures, come on   [Brandy]  Boy, I saw you soon as you came bouncin through the door  You and your mans and them just look over the floor  Started doin your thing and it made me notice you even more  The way, you turned around and looked at me it seemed as though  You must've somehow felt me starin on the low  Somethin tells me your the kind of guy I'd like to get to know   [Chorus: Brandy]  I ain't even gonna front, I ain't even gonna lie  Since you walked up in the club, I've been givin you the eye  We can dance if you want, get it crackin if you like  Must be a full moon feel like one of those nights   [Verse 2: Brandy]  Why, is this the first time that I'm seein you around  Could you be visiting or are you new in town  Yeah whatever the case I'm feelin you right here and right now  Your smile, and all the love you showin lets me know that you  Like what you see and wanna get to know me too  This could very well be the start of something special happy that I met you   [Chorus: Brandy]  I ain't even gonna front (Baby)  I ain't even gonna lie (Ooh...)  Since you walked up in the club  I've been givin you the eye (Givin you the eye)  We can dance if you want (Dance if you want)  get it crackin if you like (Crackin if you like)  Must be a full moon (A full moon) feel like one of those nights  I ain't even gonna front (Even gonna front)  I ain't even gonna lie (Even gonna lie)  Since you walked up in the club (Walked up in the club)  I've been givin you the eye (Givin you the eye)  We can dance if you want (Ho, whoa)  get it crackin if you like (Crackin if you like)  It must be a full moon, feel like one of those nights   [Bridge: Brandy]  I didn't think that I'd come here tonight  Meet someone like you, start feeling the way I do  Seems like we've known each other most of our lives  After one conversation, this must be right   [Verse 3: Fat Joe]  Move kid, get out the way with the bullshit, here comes Jose  It's a full moon out tonight the don is here  And everybody lookin like they don't belong in here  Where he come from why his hat so low  How he pop so many bottles he must have some dough  But probably look good it's shitty from the hood  If fair by the looks he must bought some bricks  What's love gotta do with a little menage  We could take it outside on the hood of the car  Damn girl I ain't know what you was capable of  But by the moves I can tell you had to date a few thugs, what!   [Brandy]  (Oh...whoa...) We can dance if you want  (Oh...whoa...) Get it crackin if you like  (Oh...whoa...) It must be a full moon  (Oh...whoa...) Feel like one of those nights   [Chorus: Brandy]  I ain't even gonna front (Even gonna front)  I ain't even gonna lie (Even gonna lie)  Since you walked up in the club (Walked up in the club)  I've been givin you the eye (Givin you the eye)  We can dance if you want (Dance if you want)  Get it crackin if you like (Crackin if you like)  It must be a full moon (A full moon)  Feel like one of those nights (One of those nights) "
2002,"(feat. Alicia Keys)  [Alicia:] I just wanna rock you All night long, ohh I wanna rock you I just wanna rock you All night long, ohh  [Eve:] Yo, need you to understand me Daddy I ain't ya average baby girl Doin' it dawg, I'm well established I ain't tryin to lead ya on Just wanna ask if ya might wanna Gimme ya name, it's on your status Ya know I see ya time to time You seem available Don't mean shit I know these bitches wanna settle you Gotta say you on my short list, a few Them other dudes is OK But I'm feelin' you Want ya in the best way So whatchu gone do about it Why don't you just test me You won't wanna do without it No I'm comin' at you hard Meetin' a thug And I ain't givin' up  Till I get that gangsta love  [Alicia:] I just wanna rock you All night long, ohh I wanna rock you I just wanna rock you All night long, ohh  [Eve:] I know you see me this night that night Always my shit tight Hair done, outfit crazy Skirts fit just right Wife beater wit' a bangin' tan Walk in demandin' all lines Baby here I am Ain't ashamed of my frame And I know your watchin' Puttin on a show for you Pop And I ain't stoppin Lotta action and ya horny And you gonna too Only thing to make it better tho Is me wit' you And I know your feelin' that Regardless of your frontin' And I heard through the streets It was me you wantin' Lemme find out you shy or somethin' But I know your not So stop the game and the proches You really not  [Alicia:] I just wanna rock you All night long, ohh I wanna rock you I just wanna rock you All night long, ohh  [Eve:] OK, numbers exchanged Now it's in play Shouldn't a took you so long In the first place I'm just playin' cutie Yeah you knew ya call No it's cool You ain't gotta see me in my flaws I'm a big girl  But you'll find out Stuck for me While I drop top and ride out Wheels spinnin' Wanna know what shorty all about But it's cool, Im doin'  And these words is comin' out my mouth  [Eve & Alicia:] It's that gangsta lovin' That just got me buggin' It's that gangsta lovin' That just got me buggin'  [Alicia:] I just wanna rock you All night long, ohh I wanna rock you I just wanna rock you All night long, ohh  I wanna rock you baby I wanna hold you baby Why won't you be my baby I wanna be ya lady I wanna rock you baby I wanna hold you baby Won't you be my baby I wanna be ya lady, yeah yeah  [Eve & Alicia:] Baby lemme rock wit' you (it's gangsta gangsta) Ya know I wanna rock wit' you (gangsta gangsta) Baby lemme rock wit' you (the E-V-E) Ya know I wanna rock wit' you (A. Keys, gonna rock you) Baby lemme rock wit' you  Ya know I wanna rock wit' you (it's gangsta gangsta) Baby lemme rock wit' you (gangsta gangsta) Ya know I wanna rock wit' you (It's gangsta, gangsta love, ooh) Ya know I wanna rock wit you Baby lemme rock wit' you "
